home_airport_lat,home_airport_lon,destination_airport_lat,destination_airport_lon,home_city,destination,haversine_distance,vincenty_distance
31.807,-106.378,33.942,-118.408,el paso,los angeles,1161.2949942954367,1149718.35
31.807,-106.378,35.214,-80.943,el paso,charlotte,2433.146477186778,2386503.39
31.807,-106.378,37.362,-121.929,el paso,san jose,1594.0205569635514,1551602.95
31.807,-106.378,37.619,-122.375,el paso,san francisco,1643.9759371957196,1598159.76
31.807,-106.378,40.64,-73.779,el paso,new york,3233.216426605361,3069863.66
31.807,-106.378,40.886,14.291,el paso,naples,11447.192722269716,9918773.12
31.807,-106.378,41.786,-87.752,el paso,chicago,2080.612071726925,1990523.62
31.807,-106.378,42.364,-71.005,el paso,boston,3542.685800562725,3327359.52
31.807,-106.378,42.409,-83.01,el paso,detroit,2503.118460301303,2375529.29
31.807,-106.378,43.173,-79.935,el paso,hamilton,2800.1403962083714,2640828.09
31.807,-106.378,45.517,-73.417,el paso,montreal,3467.685625669353,3215764.08
31.807,-106.378,45.589,-122.597,el paso,portland,2167.3047973677026,2073182.86
31.807,-106.378,47.53,-122.302,el paso,seattle,2306.636657160396,2207591.99
31.807,-106.378,49.195,-123.182,el paso,vancouver,2501.8639303522496,2387681.49
31.807,-106.378,51.114,-114.02,el paso,calgary,2264.947293941136,2234382.3
31.807,-106.378,53.667,-113.467,el paso,edmonton,2521.2322866849986,2493832.34
31.849,-106.38,-8.748,115.167,el paso,denpasar,21406.85323109495,15034448.0
31.849,-106.38,10.82,106.662,el paso,ho chi minh city,20257.60178933516,14125298.82
31.849,-106.38,13.912,100.607,el paso,bangkok,19651.766771303613,14186054.16
31.849,-106.38,29.529,-98.279,el paso,san antonio,807.4681460005766,817421.47
31.849,-106.38,29.607,-95.159,el paso,houston,1088.7670583057288,1102476.83
31.849,-106.38,30.194,-97.67,el paso,austin,843.0053378358965,851389.8
31.849,-106.38,32.166,-110.883,el paso,tucson,426.774600388239,426885.72
31.849,-106.38,32.699,-117.215,el paso,san diego,1027.7404380814964,1024666.0
31.849,-106.38,32.82,-97.362,el paso,fort worth,858.5818851346273,855560.33
31.849,-106.38,32.847,-96.852,el paso,dallas,906.7526883693284,903396.62
31.849,-106.38,33.535,-112.383,el paso,phoenix,597.181871490713,593065.25
31.849,-106.38,33.942,-118.408,el paso,los angeles,1159.657787999906,1148330.3
31.849,-106.38,35.042,-89.977,el paso,memphis,1589.4514382844156,1563744.74
31.849,-106.38,35.214,-80.943,el paso,charlotte,2431.5302863741053,2385402.49
31.849,-106.38,35.393,-97.601,el paso,oklahoma city,918.0640278950656,904017.17
31.849,-106.38,36.08,-115.152,el paso,las vegas,952.7763249725542,936182.92
31.849,-106.38,36.776,-119.718,el paso,fresno,1373.7588340686798,1342218.77
31.849,-106.38,37.362,-121.929,el paso,san jose,1591.425680195888,1549278.45
31.849,-106.38,37.619,-122.375,el paso,san francisco,1641.3390780970094,1595798.35
31.849,-106.38,38.228,-85.664,el paso,louisville,2081.2529359766736,2012896.92
31.849,-106.38,38.852,-77.037,el paso,washington,2878.8068799578573,2764502.55
31.849,-106.38,39.175,-76.668,el paso,baltimore,2922.1828619322173,2800841.21
31.849,-106.38,39.717,-86.294,el paso,indianapolis,2089.153882741018,2008723.49
31.849,-106.38,39.858,-104.667,el paso,denver,905.0994830460436,901968.62
31.849,-106.38,39.872,-75.241,el paso,philadelphia,3073.447542326064,2932852.54
31.849,-106.38,40.64,-73.779,el paso,new york,3230.645558704424,3067858.99
31.849,-106.38,42.409,-83.01,el paso,detroit,2500.202613818152,2372928.09
31.849,-106.38,42.947,-87.896,el paso,milwaukee,2137.921126913631,2040608.86
31.849,-106.38,43.173,-79.935,el paso,hamilton,2797.189627197493,2638242.83
31.849,-106.38,43.862,-79.37,el paso,toronto,2879.669689454005,2707341.26
31.849,-106.38,45.323,-75.669,el paso,ottawa,3264.75794471682,3038590.3
31.849,-106.38,45.517,-73.417,el paso,montreal,3464.531893843997,3213062.98
31.849,-106.38,46.788,-71.398,el paso,quebec,3698.149959654305,3402902.14
31.849,-106.38,47.53,-122.302,el paso,seattle,2302.528742289965,2203591.22
31.849,-106.38,50.056,-97.032,el paso,winnipeg,2208.6008861413898,2165663.97
31.849,-106.38,51.114,-114.02,el paso,calgary,2260.35630558238,2229819.7
31.849,-106.38,53.667,-113.467,el paso,edmonton,2516.5991330922943,2489225.82
32.116,-110.941,29.529,-98.279,tucson,san antonio,1226.677296183488,1244156.61
32.116,-110.941,29.607,-95.159,tucson,houston,1512.2629387873149,1533351.64
32.116,-110.941,30.494,-81.688,tucson,jacksonville,2760.8690301885317,2782158.13
32.116,-110.941,31.849,-106.38,tucson,el paso,430.56793370562326,432047.88
32.116,-110.941,32.699,-117.215,tucson,san diego,594.414398919873,593653.44
32.116,-110.941,32.82,-97.362,tucson,fort worth,1281.2286891204417,1278066.69
32.116,-110.941,32.847,-96.852,tucson,dallas,1329.3528685336926,1325804.02
32.116,-110.941,33.535,-112.383,tucson,phoenix,208.1748637695008,207350.36
32.116,-110.941,33.942,-118.408,tucson,los angeles,731.9458370732542,726182.02
32.116,-110.941,35.214,-80.943,tucson,charlotte,2846.0571507782147,2792671.58
32.116,-110.941,36.124,-86.678,tucson,nashville,2328.078835367337,2275807.93
32.116,-110.941,38.852,-77.037,tucson,washington,3279.6583083077694,3146754.19
32.116,-110.941,39.998,-82.892,tucson,columbus,2783.1698769141035,2660937.39
32.116,-110.941,40.64,-73.779,tucson,new york,3625.8852059782166,3437992.93
32.116,-110.941,41.786,-87.752,tucson,chicago,2434.2152249369515,2317099.92
32.116,-110.941,42.364,-71.005,tucson,boston,3929.891588191893,3683407.74
32.116,-110.941,42.409,-83.01,tucson,detroit,2868.658534603933,2711648.73
32.116,-110.941,42.947,-87.896,tucson,milwaukee,2482.0594588199733,2353460.18
32.116,-110.941,43.862,-79.37,tucson,toronto,3247.476151814249,3039727.67
32.116,-110.941,45.323,-75.669,tucson,ottawa,3631.938953047384,3364231.32
32.116,-110.941,45.517,-73.417,tucson,montreal,3835.207422381674,3540965.49
32.116,-110.941,51.114,-114.02,tucson,calgary,2132.197313542252,2125117.65
32.116,-110.941,53.667,-113.467,tucson,edmonton,2408.035302261189,2402632.34
32.166,-110.883,29.529,-98.279,tucson,san antonio,1222.057703176415,1239749.65
32.166,-110.883,29.607,-95.159,tucson,houston,1507.1368847033996,1528535.41
32.166,-110.883,30.194,-97.67,tucson,austin,1262.865217274124,1277488.83
32.166,-110.883,31.849,-106.38,tucson,el paso,425.3115729800773,426885.72
32.166,-110.883,32.847,-96.852,tucson,dallas,1322.848140504137,1319683.1
32.166,-110.883,33.535,-112.383,tucson,phoenix,207.6172207477047,206796.63
32.166,-110.883,33.942,-118.408,tucson,los angeles,735.3094551457693,729679.68
32.166,-110.883,35.042,-89.977,tucson,memphis,1993.6084602100984,1962608.07
32.166,-110.883,35.214,-80.943,tucson,charlotte,2838.432012022141,2785931.78
32.166,-110.883,35.393,-97.601,tucson,oklahoma city,1300.6506970382077,1280042.29
32.166,-110.883,36.08,-115.152,tucson,las vegas,592.3333440270818,586023.55
32.166,-110.883,36.124,-86.678,tucson,nashville,2320.4308713691858,2268897.24
32.166,-110.883,37.619,-122.375,tucson,san francisco,1240.0339874330054,1210847.81
32.166,-110.883,38.852,-77.037,tucson,washington,3271.3721410406542,3139536.69
32.166,-110.883,39.175,-76.668,tucson,baltimore,3313.468031651132,3173517.72
32.166,-110.883,39.717,-86.294,tucson,indianapolis,2462.040577013096,2362154.45
32.166,-110.883,39.872,-75.241,tucson,philadelphia,3462.5216605091814,3300830.35
32.166,-110.883,40.64,-73.779,tucson,new york,3617.312737690771,3430618.99
32.166,-110.883,41.786,-87.752,tucson,chicago,2425.788771683528,2309459.4
32.166,-110.883,42.409,-83.01,tucson,detroit,2860.113545413579,2704043.9
32.166,-110.883,43.173,-79.935,tucson,hamilton,3159.6605802347485,2968940.34
32.166,-110.883,43.862,-79.37,tucson,toronto,3238.750800501858,3032078.22
32.166,-110.883,45.323,-75.669,tucson,ottawa,3623.033496921375,3356543.49
32.166,-110.883,45.517,-73.417,tucson,montreal,3826.233074935899,3533284.35
32.166,-110.883,47.53,-122.302,tucson,seattle,2018.3190216364967,1961148.43
32.166,-110.883,51.114,-114.02,tucson,calgary,2127.4187817630013,2120174.79
32.166,-110.883,53.667,-113.467,tucson,edmonton,2403.036573164574,2397496.44
32.379,-86.362,25.255,55.364,montgomery,dubai,13332.350493238073,12450368.07
32.379,-86.362,29.607,-95.159,montgomery,houston,881.7100418205431,894289.31
32.379,-86.362,30.194,-97.67,montgomery,austin,1089.3173330716402,1103042.24
32.379,-86.362,31.849,-106.38,montgomery,el paso,1880.7164082510212,1887381.7
32.379,-86.362,32.699,-117.215,montgomery,san diego,2897.4734749015297,2888089.71
32.379,-86.362,32.847,-96.852,montgomery,dallas,986.4383130586252,985542.63
32.379,-86.362,33.535,-112.383,montgomery,phoenix,2446.883752179031,2429941.27
32.379,-86.362,33.942,-118.408,montgomery,los angeles,3014.297941359582,2982291.37
32.379,-86.362,35.042,-89.977,montgomery,memphis,450.45807428571726,446629.67
32.379,-86.362,35.393,-97.601,montgomery,oklahoma city,1107.329464586664,1091361.45
32.379,-86.362,36.08,-115.152,montgomery,las vegas,2734.668435232967,2674198.59
32.379,-86.362,36.124,-86.678,montgomery,nashville,417.4625281694166,416439.54
32.379,-86.362,36.776,-119.718,montgomery,fresno,3170.2249163163037,3083335.77
32.379,-86.362,37.619,-122.375,montgomery,san francisco,3431.628261453425,3317806.56
32.379,-86.362,39.175,-76.668,montgomery,baltimore,1183.0801270857198,1154951.35
32.379,-86.362,39.858,-104.667,montgomery,denver,1909.5219419635853,1840219.18
32.379,-86.362,39.872,-75.241,montgomery,philadelphia,1335.939917795337,1299504.28
32.379,-86.362,40.64,-73.779,montgomery,new york,1496.6345240619632,1450265.89
32.379,-86.362,40.977,28.821,montgomery,istanbul,10858.44170569079,9518971.52
32.379,-86.362,41.786,-87.752,montgomery,chicago,1054.0773087582509,1051233.59
32.379,-86.362,43.862,-79.37,montgomery,toronto,1435.7257119208573,1413070.84
32.379,-86.362,45.323,-75.669,montgomery,ottawa,1754.9055855246866,1707233.71
32.379,-86.362,45.517,-73.417,montgomery,montreal,1900.4384257249585,1835234.9
32.379,-86.362,46.788,-71.398,montgomery,quebec,2131.060510101468,2044868.94
32.379,-86.362,49.195,-123.182,montgomery,vancouver,3930.769776109282,3574323.06
32.379,-86.362,50.056,-97.032,montgomery,winnipeg,2206.1622210491814,2152350.1
32.379,-86.362,51.114,-114.02,montgomery,calgary,3329.42720013038,3068485.82
32.446,-93.826,29.607,-95.159,shreveport,houston,339.5470728299099,339506.86
32.446,-93.826,30.194,-97.67,shreveport,austin,439.0980359087604,442909.18
32.446,-93.826,30.494,-81.688,shreveport,jacksonville,1159.4700868609818,1172939.1
32.446,-93.826,36.776,-119.718,shreveport,fresno,2476.8309642600066,2415029.36
32.446,-93.826,38.852,-77.037,shreveport,washington,1728.9427114190205,1674852.71
32.446,-93.826,39.872,-75.241,shreveport,philadelphia,1929.5267577144537,1859259.77
32.446,-93.826,40.64,-73.779,shreveport,new york,2090.142587012556,2005654.1
32.446,-93.826,41.786,-87.752,shreveport,chicago,1184.6362281998508,1167910.69
32.446,-93.826,43.862,-79.37,shreveport,toronto,1857.764515131077,1786808.5
32.446,-93.826,45.323,-75.669,shreveport,ottawa,2225.5035252652533,2118097.49
32.446,-93.826,45.517,-73.417,shreveport,montreal,2404.127495248977,2275829.98
32.446,-93.826,51.114,-114.02,shreveport,calgary,2810.5523929762808,2649412.69
32.502,-93.663,30.494,-81.688,shreveport,jacksonville,1144.9608053693562,1158579.87
32.502,-93.663,33.535,-112.383,shreveport,phoenix,1759.2609088810625,1750451.57
32.502,-93.663,35.042,-89.977,shreveport,memphis,446.3687126745676,442600.95
32.502,-93.663,36.08,-115.152,shreveport,las vegas,2054.071600925705,2013479.7
32.502,-93.663,37.362,-121.929,shreveport,san jose,2705.2253428566505,2627750.31
32.502,-93.663,40.64,-73.779,shreveport,new york,2072.6193506563527,1989401.27
32.502,-93.663,45.517,-73.417,shreveport,montreal,2387.2437564982624,2260666.66
32.699,-117.215,10.82,106.662,san diego,ho chi minh city,21089.212246754,13317946.43
32.699,-117.215,29.529,-98.279,san diego,san antonio,1806.5815075046496,1837542.74
32.699,-117.215,29.607,-95.159,san diego,houston,2092.24544099942,2126832.88
32.699,-117.215,30.194,-97.67,san diego,austin,1849.9366129810537,1875767.19
32.699,-117.215,30.494,-81.688,san diego,jacksonville,3333.33127335918,3364888.85
32.699,-117.215,31.849,-106.38,san diego,el paso,1018.239186658547,1024666.0
32.699,-117.215,32.166,-110.883,san diego,tucson,595.4491546251996,598339.5
32.699,-117.215,32.847,-96.852,san diego,dallas,1905.4605343474695,1904948.06
32.699,-117.215,33.535,-112.383,san diego,phoenix,461.5922575967686,460353.58
32.699,-117.215,33.942,-118.408,san diego,los angeles,177.66012144277713,177043.37
32.699,-117.215,35.042,-89.977,san diego,memphis,2561.9712020545817,2525698.26
32.699,-117.215,35.214,-80.943,san diego,charlotte,3405.51383060052,3345762.71
32.699,-117.215,36.08,-115.152,san diego,las vegas,422.5982865892222,420273.99
32.699,-117.215,36.124,-86.678,san diego,nashville,2882.648535604131,2821352.74
32.699,-117.215,36.776,-119.718,san diego,fresno,510.2491269113357,506999.12
32.699,-117.215,37.619,-122.375,san diego,san francisco,729.6513079283447,720126.85
32.699,-117.215,38.228,-85.664,san diego,louisville,3015.5931078176814,2913956.32
32.699,-117.215,38.852,-77.037,san diego,washington,3821.2457369390654,3666205.51
32.699,-117.215,39.175,-76.668,san diego,baltimore,3861.755703148776,3697059.98
32.699,-117.215,39.717,-86.294,san diego,indianapolis,2996.6951100368165,2871655.29
32.699,-117.215,39.872,-75.241,san diego,philadelphia,4007.7182396420494,3817674.71
32.699,-117.215,39.998,-82.892,san diego,columbus,3312.597914464743,3164355.23
32.699,-117.215,40.64,-73.779,san diego,new york,4159.160256859018,3940042.86
32.699,-117.215,41.786,-87.752,san diego,chicago,2936.205174332613,2784936.14
32.699,-117.215,42.364,-71.005,san diego,boston,4455.467104688866,4168455.46
32.699,-117.215,42.409,-83.01,san diego,detroit,3377.79576337187,3183214.83
32.699,-117.215,42.947,-87.896,san diego,milwaukee,2970.6425402061263,2802074.78
32.699,-117.215,43.173,-79.935,san diego,hamilton,3677.603555534934,3443939.27
32.699,-117.215,43.862,-79.37,san diego,toronto,3752.427573242892,3499130.86
32.699,-117.215,45.323,-75.669,san diego,ottawa,4133.156366627049,3811288.08
32.699,-117.215,45.517,-73.417,san diego,montreal,4338.983253181265,3988835.58
32.699,-117.215,45.589,-122.597,san diego,portland,1519.1402981040217,1503844.48
32.699,-117.215,46.788,-71.398,san diego,quebec,4564.400292589821,4157282.77
32.699,-117.215,47.53,-122.302,san diego,seattle,1716.382203432295,1701962.97
32.699,-117.215,49.195,-123.182,san diego,vancouver,1917.2888100659352,1898066.17
32.699,-117.215,50.056,-97.032,san diego,winnipeg,2700.2256117771526,2545713.48
32.699,-117.215,51.114,-114.02,san diego,calgary,2069.2739572138235,2062001.79
32.699,-117.215,53.667,-113.467,san diego,edmonton,2357.6616767666487,2348514.86
32.699,-117.215,55.972,37.415,san diego,moscow,14698.490384761608,9889165.15
32.733,-117.189,1.417,103.867,san diego,singapore,20967.72798831926,14286697.24
32.733,-117.189,1.641,103.669,san diego,johor bahru,20945.340003813817,14284533.56
32.733,-117.189,22.639,113.812,san diego,shenzhen,21635.924517773965,11837822.26
32.733,-117.189,29.529,-98.279,san diego,san antonio,1804.276848510282,1835516.28
32.733,-117.189,29.607,-95.159,san diego,houston,2089.696374067402,2124626.15
32.733,-117.189,30.194,-97.67,san diego,austin,1847.4174414865763,1873554.1
32.733,-117.189,30.494,-81.688,san diego,jacksonville,3329.923118755687,3362102.16
32.733,-117.189,31.849,-106.38,san diego,el paso,1015.7919670844852,1022393.58
32.733,-117.189,32.166,-110.883,san diego,tucson,593.1945795574585,596181.81
32.733,-117.189,32.82,-97.362,san diego,fort worth,1854.553602696266,1854840.75
32.733,-117.189,32.847,-96.852,san diego,dallas,1902.2737110084304,1902130.81
32.733,-117.189,33.535,-112.383,san diego,phoenix,458.291113160856,457145.13
32.733,-117.189,33.942,-118.408,san diego,los angeles,176.27134554289609,175663.48
32.733,-117.189,35.042,-89.977,san diego,memphis,2558.2035673079336,2522451.75
32.733,-117.189,36.08,-115.152,san diego,las vegas,418.0911095086379,415814.38
32.733,-117.189,36.124,-86.678,san diego,nashville,2878.661068191081,2817956.76
32.733,-117.189,36.776,-119.718,san diego,fresno,507.9800904197222,504704.35
32.733,-117.189,37.362,-121.929,san diego,san jose,679.3240132307545,671165.45
32.733,-117.189,37.619,-122.375,san diego,san francisco,728.3164613390773,718763.42
32.733,-117.189,38.852,-77.037,san diego,washington,3816.768005261937,3662520.88
32.733,-117.189,39.175,-76.668,san diego,baltimore,3857.242277380542,3693348.4
32.733,-117.189,39.717,-86.294,san diego,indianapolis,2992.2994122035484,2867871.92
32.733,-117.189,39.858,-104.667,san diego,denver,1414.021415459399,1372669.41
32.733,-117.189,39.872,-75.241,san diego,philadelphia,4003.1169817602654,3813906.57
32.733,-117.189,39.998,-82.892,san diego,columbus,3308.1285291151644,3160566.77
32.733,-117.189,40.64,-73.779,san diego,new york,4154.468710785126,3936216.72
32.733,-117.189,41.786,-87.752,san diego,chicago,2931.635427210916,2780950.98
32.733,-117.189,42.364,-71.005,san diego,boston,4450.59691566714,4164513.19
32.733,-117.189,42.409,-83.01,san diego,detroit,3373.1282732932063,3179229.51
32.733,-117.189,42.947,-87.896,san diego,milwaukee,2965.981875624268,2797995.92
32.733,-117.189,43.173,-79.935,san diego,hamilton,3672.83953961168,3439921.63
32.733,-117.189,43.862,-79.37,san diego,toronto,3747.609318303864,3495071.6
32.733,-117.189,45.323,-75.669,san diego,ottawa,4128.192362756084,3807162.79
32.733,-117.189,45.517,-73.417,san diego,montreal,4333.970055562562,3984708.94
32.733,-117.189,45.589,-122.597,san diego,portland,1516.319919087344,1500915.79
32.733,-117.189,46.788,-71.398,san diego,quebec,4559.284663669963,4153099.67
32.733,-117.189,47.53,-122.302,san diego,seattle,1713.3771680310708,1698848.28
32.733,-117.189,49.195,-123.182,san diego,vancouver,1914.3211645711813,1894966.72
32.733,-117.189,51.114,-114.02,san diego,calgary,2065.1662900987235,2057985.93
32.733,-117.189,53.667,-113.467,san diego,edmonton,2353.542473747455,2344504.0
32.82,-97.362,29.529,-98.279,fort worth,san antonio,375.82512700347206,375201.38
32.82,-97.362,29.607,-95.159,fort worth,houston,412.31941815051465,413457.41
32.82,-97.362,30.194,-97.67,fort worth,austin,293.3999639834654,292632.26
32.82,-97.362,31.849,-106.38,fort worth,el paso,849.5672155779993,855560.33
32.82,-97.362,32.166,-110.883,fort worth,tucson,1265.5487619319267,1271958.07
32.82,-97.362,32.699,-117.215,fort worth,san diego,1855.194749021249,1857644.36
32.82,-97.362,32.847,-96.852,fort worth,dallas,47.75096357649497,47844.2
32.82,-97.362,33.535,-112.383,fort worth,phoenix,1405.873662133248,1401959.89
32.82,-97.362,33.942,-118.408,fort worth,los angeles,1970.5778135294577,1958841.15
32.82,-97.362,35.042,-89.977,fort worth,memphis,732.9786484512108,725699.67
32.82,-97.362,35.214,-80.943,fort worth,charlotte,1557.1791243842977,1537770.56
32.82,-97.362,35.393,-97.601,fort worth,oklahoma city,286.9622402868165,286258.78
32.82,-97.362,35.765,140.386,fort worth,tokyo,22218.563962691413,10329120.98
32.82,-97.362,36.08,-115.152,fort worth,las vegas,1701.4311207634046,1671743.1
32.82,-97.362,36.124,-86.678,fort worth,nashville,1063.8037901453822,1047008.01
32.82,-97.362,36.776,-119.718,fort worth,fresno,2134.8436386390026,2087233.04
32.82,-97.362,37.362,-121.929,fort worth,san jose,2350.536145550067,2289138.8
32.82,-97.362,37.619,-122.375,fort worth,san francisco,2397.4535057440585,2331134.44
32.82,-97.362,38.228,-85.664,fort worth,louisville,1247.584921689022,1217531.07
32.82,-97.362,39.717,-86.294,fort worth,indianapolis,1287.5372631756006,1253241.43
32.82,-97.362,39.858,-104.667,fort worth,denver,1038.4353848529,1019015.25
32.82,-97.362,39.872,-75.241,fort worth,philadelphia,2210.800677477128,2127242.27
32.82,-97.362,39.998,-82.892,fort worth,columbus,1570.1181583970829,1519871.51
32.82,-97.362,40.64,-73.779,fort worth,new york,2369.0295448625907,2269278.99
32.82,-97.362,41.786,-87.752,fort worth,chicago,1341.740948399273,1308200.12
32.82,-97.362,42.364,-71.005,fort worth,boston,2681.799418571221,2543558.41
32.82,-97.362,42.409,-83.01,fort worth,detroit,1713.2892774089846,1650681.8
32.82,-97.362,42.947,-87.896,fort worth,milwaukee,1431.9001636222786,1396865.64
32.82,-97.362,43.173,-79.935,fort worth,hamilton,1994.2411258166032,1907536.44
32.82,-97.362,43.862,-79.37,fort worth,toronto,2081.8223419224646,1986580.18
32.82,-97.362,45.517,-73.417,fort worth,montreal,2645.6782968836737,2488262.8
32.82,-97.362,45.589,-122.597,fort worth,portland,2752.49831757611,2582752.15
32.82,-97.362,46.788,-71.398,fort worth,quebec,2880.709844259202,2690407.84
32.82,-97.362,47.53,-122.302,fort worth,seattle,2847.176804776845,2659389.44
32.82,-97.362,49.195,-123.182,fort worth,vancouver,3022.6365948422385,2807999.45
32.82,-97.362,51.114,-114.02,fort worth,calgary,2561.3632412551024,2444117.08
32.847,-96.852,25.793,-80.291,dallas,miami,1734.5221813979056,1785636.65
32.847,-96.852,29.529,-98.279,dallas,san antonio,392.2731094689652,392201.73
32.847,-96.852,29.607,-95.159,dallas,houston,393.441740002097,393764.34
32.847,-96.852,30.194,-97.67,dallas,austin,304.723609541521,304244.55
32.847,-96.852,30.494,-81.688,dallas,jacksonville,1440.5139921012876,1460114.2
32.847,-96.852,31.849,-106.38,dallas,el paso,896.9555485736315,903396.62
32.847,-96.852,32.166,-110.883,dallas,tucson,1312.9011522132007,1319683.1
32.847,-96.852,32.699,-117.215,dallas,san diego,1902.2952151847967,1904948.06
32.847,-96.852,32.82,-97.362,dallas,fort worth,47.73650533299819,47844.2
32.847,-96.852,33.535,-112.383,dallas,phoenix,1452.8547233386116,1448941.86
32.847,-96.852,33.942,-118.408,dallas,los angeles,2017.346410772246,2005458.0
32.847,-96.852,34.785,135.438,dallas,osaka,21700.60442233794,10748152.84
32.847,-96.852,35.042,-89.977,dallas,memphis,687.0440229561463,680400.75
32.847,-96.852,35.214,-80.943,dallas,charlotte,1509.274825229213,1490792.7
32.847,-96.852,35.393,-97.601,dallas,oklahoma city,291.6082524540183,290741.24
32.847,-96.852,36.08,-115.152,dallas,las vegas,1746.8942641665224,1716445.65
32.847,-96.852,36.776,-119.718,dallas,fresno,2180.2599660057413,2131629.23
32.847,-96.852,37.362,-121.929,dallas,san jose,2395.7743208265124,2333137.81
32.847,-96.852,37.619,-122.375,dallas,san francisco,2442.576231251717,2374926.58
32.847,-96.852,38.228,-85.664,dallas,louisville,1204.2781769636806,1175944.11
32.847,-96.852,38.852,-77.037,dallas,washington,1967.7749343239896,1905101.42
32.847,-96.852,39.175,-76.668,dallas,baltimore,2012.5077957886967,1945086.72
32.847,-96.852,39.717,-86.294,dallas,indianapolis,1247.5013795518776,1215386.87
32.847,-96.852,39.858,-104.667,dallas,denver,1068.0200812664962,1046636.34
32.847,-96.852,39.872,-75.241,dallas,philadelphia,2164.650893144132,2083672.67
32.847,-96.852,39.998,-82.892,dallas,columbus,1527.3665195652409,1479499.52
32.847,-96.852,40.64,-73.779,dallas,new york,2323.035545263628,2226184.52
32.847,-96.852,40.977,28.821,dallas,istanbul,11774.58399277292,10120020.19
32.847,-96.852,41.786,-87.752,dallas,chicago,1307.8733447740328,1277014.93
32.847,-96.852,42.364,-71.005,dallas,boston,2636.2214539615293,2501607.14
32.847,-96.852,42.409,-83.01,dallas,detroit,1674.0359489077405,1614609.7
32.847,-96.852,42.947,-87.896,dallas,milwaukee,1400.401092691672,1368302.47
32.847,-96.852,43.173,-79.935,dallas,hamilton,1953.3649129418795,1870234.41
32.847,-96.852,43.862,-79.37,dallas,toronto,2041.329418315256,1949926.97
32.847,-96.852,45.323,-75.669,dallas,ottawa,2416.627764472204,2285290.26
32.847,-96.852,45.517,-73.417,dallas,montreal,2603.312767461105,2450607.61
32.847,-96.852,45.589,-122.597,dallas,portland,2791.278964593684,2617144.33
32.847,-96.852,46.788,-71.398,dallas,quebec,2838.442946557796,2653438.41
32.847,-96.852,47.53,-122.302,dallas,seattle,2884.018715726756,2691034.58
32.847,-96.852,49.195,-123.182,dallas,vancouver,3058.4251514601983,2837866.67
32.847,-96.852,50.056,-97.032,dallas,winnipeg,1913.5425896914517,1911353.71
32.847,-96.852,51.114,-114.02,dallas,calgary,2587.942712584014,2464780.44
32.847,-96.852,53.667,-113.467,dallas,edmonton,2787.137145945448,2662807.18
33.434,-112.008,25.069,121.552,phoenix,taipei,21692.68880813237,11411418.08
33.434,-112.008,29.529,-98.279,phoenix,san antonio,1345.9158955983223,1373198.39
33.434,-112.008,29.607,-95.159,phoenix,houston,1620.3420735312682,1653498.91
33.434,-112.008,30.194,-97.67,phoenix,austin,1378.3776966747196,1402970.01
33.434,-112.008,30.494,-81.688,phoenix,jacksonville,2832.4121389637176,2874454.63
33.434,-112.008,31.849,-106.38,phoenix,el paso,551.1741365912635,556462.75
33.434,-112.008,32.166,-110.883,phoenix,tucson,175.4297527694441,175717.57
33.434,-112.008,32.699,-117.215,phoenix,san diego,490.0360788989673,492974.31
33.434,-112.008,32.82,-97.362,phoenix,fort worth,1360.760385476791,1367317.15
33.434,-112.008,32.847,-96.852,phoenix,dallas,1407.8848636500843,1414374.74
33.434,-112.008,33.942,-118.408,phoenix,los angeles,596.5555089685412,595985.5
33.434,-112.008,35.042,-89.977,phoenix,memphis,2052.1268396970045,2033318.0
33.434,-112.008,35.214,-80.943,phoenix,charlotte,2889.4019170556626,2854202.59
33.434,-112.008,35.393,-97.601,phoenix,oklahoma city,1354.4981570175844,1340954.57
33.434,-112.008,35.765,140.386,phoenix,tokyo,23421.83787969659,9278844.04
33.434,-112.008,36.08,-115.152,phoenix,las vegas,414.3329086142331,411074.59
33.434,-112.008,36.124,-86.678,phoenix,nashville,2369.401733353823,2330965.85
33.434,-112.008,36.776,-119.718,phoenix,fresno,806.1826639863746,794347.68
33.434,-112.008,37.619,-122.375,phoenix,san francisco,1068.6196369737304,1047816.6
33.434,-112.008,38.228,-85.664,phoenix,louisville,2501.981309818002,2430186.09
33.434,-112.008,38.852,-77.037,phoenix,washington,3300.5099275186544,3184209.89
33.434,-112.008,39.175,-76.668,phoenix,baltimore,3340.8570417455794,3216243.2
33.434,-112.008,39.717,-86.294,phoenix,indianapolis,2486.247965626369,2395209.28
33.434,-112.008,39.858,-104.667,phoenix,denver,987.0294775101368,968355.83
33.434,-112.008,39.872,-75.241,phoenix,philadelphia,3486.010740671828,3339552.99
33.434,-112.008,39.998,-82.892,phoenix,columbus,2798.6067476911626,2687866.77
33.434,-112.008,40.64,-73.779,phoenix,new york,3636.745251309031,3465069.11
33.434,-112.008,41.786,-87.752,phoenix,chicago,2434.841400743337,2323307.91
33.434,-112.008,42.364,-71.005,phoenix,boston,3932.219468037648,3701163.42
33.434,-112.008,42.409,-83.01,phoenix,detroit,2869.901633985209,2720755.28
33.434,-112.008,42.947,-87.896,phoenix,milwaukee,2474.855349799152,2349929.65
33.434,-112.008,43.173,-79.935,phoenix,hamilton,3167.033553863368,2983978.73
33.434,-112.008,43.862,-79.37,phoenix,toronto,3242.9470448604648,3043195.96
